"TOA5","ESOLMET-IP","CR1000","23644","CR1000.Std.32.05","CPU:2021-12-16-ESOLMET-CR1000.CR1","4034","Tabla_un_min"
"TIMESTAMP","RECORD","I_glo_Avg","I_dir_Avg","I_dif_Avg","AirTC_Avg","AirTC_Max","AirTC_Min","AirTC_Std","RH_Avg","RH_Max","RH_Min","RH_Std","WS_ms_Avg","WS_ms_Max","WS_ms_Min","WS_ms_Std","WindDir","CS106_PB_Avg","Rain_mm_Tot"
"TS","RN","W/m2","W/m2","W/m2","°C","°C","°C","°C","%","%","%","%","m/s","m/s","m/s","m/s","grados","mbar","mm"
"","","Avg","Avg","Avg","Avg","Max","Min","Std","Avg","Max","Min","Std","Avg","Max","Min","Std","Smp","Avg","Tot"
"1934-11-04 20:17:00",0,987,767.9,161.6,29.74,29.84,29.67,0.045,32.8,32.94,32.64,0.087,2.492,3.2,0,0.848,249.1,38.46154,0
"1934-11-04 20:18:00",1,993,773.6,161.6,29.49,29.7,29.26,0.136,33.21,33.66,32.77,0.232,1.588,2.45,0.95,0.429,256,506.2683,0
"2022-04-22 14:53:00",2,990,773.7,161.6,29.38,29.5,29.33,0.047,33.62,33.79,33.49,0.087,0.037,0.95,0,0.183,114.3,876.1049,0
"2022-04-22 14:54:00",3,984,769.4,161.6,29.65,29.84,29.43,0.118,33.11,33.59,32.43,0.382,0.842,2.45,0,0.774,137.3,876.2567,0
"2022-04-22 14:55:00",4,984,767.7,162.2,29.84,29.94,29.7,0.051,32.46,32.6,32.33,0.06,0.282,1.7,0,0.458,120,875.9326,0
"2022-04-22 14:56:00",5,981,767.8,162.8,30.05,30.21,29.9,0.085,32.53,32.77,32.3,0.128,0.243,1.7,0,0.485,346.2,875.9305,0
"2022-04-22 14:57:00",6,981,768.7,163,30.25,30.35,30.14,0.053,32.19,32.7,31.92,0.216,0.819,2.45,0,0.909,315.1,875.9288,0
"2022-04-22 14:58:00",7,981,768.4,163.6,30.26,30.41,30.14,0.059,32.48,32.87,32.16,0.201,2.093,3.95,0,0.886,189.5,875.9275,0
"2022-04-22 14:59:00",8,981,767.7,164.2,30.41,30.52,30.28,0.067,32.25,32.87,31.58,0.384,3.29,4.7,0,1.128,249.5,875.8444,0
"2022-04-22 15:00:00",9,983,767.3,164.8,30.05,30.24,29.9,0.095,32.77,34.07,31.92,0.489,3.013,3.95,1.7,0.524,220.5,875.763,0
"2022-04-22 15:01:00",10,987,769.3,165.5,29.72,29.97,29.5,0.134,32.9,33.39,32.43,0.315,3.175,4.7,2.45,0.58,238.5,875.7623,0
"2022-04-22 15:02:00",11,986,767.4,165.9,29.44,29.53,29.29,0.056,33.35,33.69,33.15,0.162,3.075,4.7,1.7,0.868,244.7,875.7678,0
"2022-04-22 15:03:00",12,984,765.8,166.5,29.27,29.39,29.02,0.079,33.41,33.83,33.11,0.2,3.75,6.2,1.7,0.897,217.7,875.7618,0
"2022-04-22 15:04:00",13,979,759,167.3,28.99,29.12,28.88,0.059,33.93,34.65,33.52,0.23,3.05,3.95,2.45,0.49,244.7,875.5221,0
"2022-04-22 14:05:00",14,968,752.9,168,28.89,28.98,28.78,0.044,34.46,34.92,33.96,0.285,1.73,2.45,0.95,0.334,248.3,875.6075,0
"2022-04-22 14:06:00",15,963,750.1,168,29.05,29.19,28.88,0.08,34.21,35.29,33.32,0.47,1.329,2.45,0,0.696,240.5,875.7607,0
"2022-04-22 14:07:00",16,960,750.8,167.7,29.17,29.26,29.09,0.045,33.58,34.07,33.28,0.187,1.231,1.7,0,0.431,200.1,875.5989,0
"2022-04-22 14:08:00",17,958,751.6,167.3,29.35,29.53,29.15,0.097,33.86,34.13,33.39,0.134,2.022,3.95,0,0.738,258.2,875.5983,0
"2022-04-22 14:09:00",18,960,755.6,167.3,29.57,29.67,29.5,0.042,32.88,33.39,32.67,0.15,1.613,2.45,0.95,0.532,290.2,875.6055,0
"2022-04-22 14:10:00",19,959,754.6,167.9,29.6,29.7,29.5,0.042,33.09,33.56,32.7,0.226,1.775,3.2,0.95,0.56,336,875.6904,0
"2022-04-22 14:11:00",20,955,750.9,168.6,29.47,29.63,29.29,0.083,33.01,33.32,32.74,0.146,1.272,2.45,0,0.428,13.47,875.689,0
"2022-04-22 14:12:00",21,950,746.1,169.8,29.31,29.43,29.22,0.041,33.41,33.73,33.15,0.143,1.048,1.7,0,0.529,29.73,875.6059,0
"2022-04-22 14:13:00",22,943,740.3,170.2,29.37,29.46,29.29,0.036,33.23,33.52,33.04,0.113,0.983,1.7,0,0.398,21.55,875.6038,0
"2022-04-22 14:14:00",23,944,742.6,171,29.47,29.63,29.36,0.072,33.09,33.25,32.94,0.065,0.016,0.95,0,0.122,325,875.6022,0
"2022-04-22 14:15:00",24,943,744.8,170.2,29.76,29.94,29.56,0.098,33.06,33.96,32.47,0.359,1.381,3.2,0,1.004,158,875.5994,0
"2022-04-22 14:16:00",25,944,747.6,169.4,30.06,30.28,29.84,0.101,32.49,33.11,31.78,0.398,2.638,4.7,0.95,1.03,160.6,875.5215,0
"2022-04-22 14:17:00",26,945,749.1,168.8,30.22,30.31,30.14,0.039,32.05,32.43,31.75,0.161,2.788,4.7,0.95,0.849,239.5,875.3607,0
"2022-04-22 14:18:00",27,940,745.1,168.7,30.14,30.31,30.01,0.08,32.35,33.11,31.72,0.452,1.822,3.2,0,0.709,211.6,875.36,0
"2022-04-22 14:19:00",28,940,746.9,168.7,30.22,30.38,30.07,0.079,32.58,33.35,31.92,0.523,2.09,3.2,0,0.805,187.4,875.4387,0
"2022-04-22 14:20:00",29,936,744,169.3,30.33,30.48,30.21,0.077,32.28,32.77,31.27,0.446,1.684,2.45,0,0.513,151.3,875.4426,0
"2022-04-22 14:21:00",30,929,738.5,169.5,30.51,30.65,30.35,0.061,31.37,31.51,31.24,0.079,1.008,2.45,0,0.924,225.8,875.7577,0
"2022-04-22 14:22:00",31,922,732.4,169.9,30.5,30.58,30.41,0.04,31.55,31.92,31.24,0.204,0.218,1.7,0,0.425,208.8,875.4353,0
"2022-04-22 14:23:00",32,920,732.6,170,30.58,30.69,30.41,0.064,31.64,31.95,31.14,0.224,1.237,3.2,0,1.019,176,875.4353,0
"2022-04-22 14:24:00",33,920,733,170.2,30.81,30.99,30.65,0.08,31.2,31.65,30.66,0.289,1.036,3.95,0,1.121,165.2,875.4373,0
"2022-04-22 14:25:00",34,924,727.6,170.2,31.02,31.1,30.89,0.049,30.58,30.9,30.22,0.168,0.38,0.95,0,0.465,117.6,875.5934,0
"2022-04-22 14:26:00",35,923,726.9,169.9,30.89,31.06,30.72,0.09,30.69,31.2,30.52,0.138,0,0,0,0,74.52,875.3504,0
"2022-04-22 14:27:00",36,922,726.3,170.2,30.68,30.79,30.58,0.042,31.34,31.65,31,0.199,0.547,1.7,0,0.608,51.5,875.2698,0
"2022-04-22 14:28:00",37,919,724.3,170.9,30.84,31.06,30.65,0.107,31.27,31.65,30.76,0.277,0.095,0.95,0,0.285,85.6,875.2822,0
