TOA5	ESOLMET-CR1000	CR1000	23644	CR1000.Std.16	CPU:2021-05-21-ESOLMET-CR1000.CR1	25840	Tabla_diez_min													
TIMESTAMP	RECORD	Batt_Volt_Min	I_glo_Avg	I_dir_Avg	I_dif_Avg	AirTC_Avg	AirTC_Max	AirTC_Min	AirTC_Std	RH_Avg	RH_Max	RH_Min	RH_Std	WS_ms_Avg	WS_ms_Max	WS_ms_Min	WS_ms_Std	WindDir	CS106_PB_Avg	Rain_mm_Tot
TS	RN	Volts	W/m2	W/m2	W/m2	°C	°C	°C	°C	%	%	%	%	m/s	m/s	m/s	m/s	grados	mbar	mm
		Min	Avg	Avg	Avg	Avg	Max	Min	Std	Avg	Max	Min	Std	Avg	Max	Min	Std	Smp	Avg	Tot
10/02/2022 03:40	38115	12.61	0	0.001	0	15.14	15.35	15.01	0.072	45.65	46.39	44.55	0.381	0.222	1.7	0	0.412	325.2	874.8391	0
10/02/2022 03:50	38116	12.61	0	0.17	0	15.33	15.56	15.04	0.121	45.18	47.41	44.1	0.808	1.188	1.7	0	0.49	323.3	874.5699	0
10/02/2022 04:00	38117	12.61	0	0.127	0	15.07	15.25	14.84	0.084	45.9	47	45.23	0.421	1.595	2.45	0.95	0.373	343.1	874.8314	0
10/02/2022 04:10	38118	12.6	0	0.128	0	15.09	15.28	14.91	0.07	45.67	46.8	44.96	0.38	1.788	3.2	0.95	0.486	328.7	874.487	0
10/02/2022 04:20	38119	12.6	0	0.024	0	14.84	15.05	14.64	0.097	47.01	47.72	46.12	0.453	1.795	3.2	0	0.544	334.8	874.5638	0
10/02/2022 04:30	38120	12.59	0	0.245	0	15.2	15.66	14.74	0.271	45.38	47.24	44.1	0.929	1.578	2.45	0	0.424	328.7	874.8478	0
10/02/2022 04:40	38121	12.59	0	0.321	0	15.62	15.79	15.45	0.061	44.34	44.89	43.87	0.203	1.81	2.45	0.95	0.384	335.7	874.7175	0
10/02/2022 04:50	38122	12.59	0	0.284	0	15.56	15.73	15.32	0.071	44.83	45.64	44.34	0.286	2.334	3.2	0.95	0.39	333.9	875.0199	0
10/02/2022 05:00	38123	12.58	0	0.189	0	15.53	15.76	15.39	0.061	45.03	45.71	44.55	0.228	2.431	3.2	1.7	0.345	327	875.0344	0
10/02/2022 05:10	38124	12.58	0	0.15	0	15.57	15.73	15.39	0.062	45.17	45.81	44.51	0.24	2.516	3.2	1.7	0.363	334.6	874.675	0
10/02/2022 05:20	38125	12.58	0	0.19	0	15.67	15.86	15.42	0.093	45.18	46.11	44.61	0.38	2.593	3.2	1.7	0.341	333.4	875.2398	0
10/02/2022 05:30	38126	12.57	0	0	0	15.22	15.52	14.94	0.146	46.96	47.92	45.98	0.533	2.398	3.2	0.95	0.407	329.6	875.231	0
10/02/2022 05:40	38127	12.57	0	0.15	0	15.24	15.49	15.01	0.131	47.26	47.72	46.73	0.271	2.62	3.2	1.7	0.348	337.5	875.1334	0
10/02/2022 05:50	38128	12.57	0	0.006	0	15.23	15.42	15.08	0.063	47.59	48.09	47.14	0.221	2.404	3.2	1.7	0.336	335	875.5743	0
10/02/2022 06:00	38129	12.56	0	0.032	0	15.24	15.42	15.01	0.079	47.86	48.94	47.44	0.327	2.391	3.2	1.7	0.329	325.7	875.1158	0
10/02/2022 06:10	38130	12.56	0	0.02	0	14.96	15.18	14.74	0.077	49.18	49.76	48.64	0.278	2.199	3.95	0.95	0.636	326.6	875.4044	0
10/02/2022 06:20	38131	12.56	0	0.06	0	15.12	15.28	14.98	0.054	48.64	49.08	48.16	0.187	2.094	3.2	0.95	0.417	338.7	875.8192	0
10/02/2022 06:30	38132	12.55	0	0.06	0	14.96	15.25	14.67	0.142	49.2	50.17	48.16	0.482	1.971	3.2	0.95	0.513	343.7	875.6813	0
10/02/2022 06:40	38133	12.54	0	0.07	0	14.55	14.81	14.26	0.108	50.39	51.6	49.76	0.441	2.341	3.2	0.95	0.525	337.1	876.1317	0
10/02/2022 06:50	38134	12.54	0	0.001	0	14.45	14.74	14.23	0.139	51.04	51.94	49.9	0.622	2.165	3.2	0.95	0.458	336.9	876.1467	0
10/02/2022 07:00	38135	12.53	0	0.007	0	14.24	14.4	14.09	0.063	52.15	52.52	51.6	0.142	2.438	3.95	0.95	0.437	333.9	876.3775	0
10/02/2022 07:10	38136	12.53	0.803	0.248	0.792	14.62	14.98	14.26	0.224	51.84	52.56	50.95	0.437	2.405	3.2	0.95	0.385	9.07	876.2773	0
10/02/2022 07:20	38137	12.53	7.372	0.353	5.991	14.68	14.87	14.5	0.066	52.32	52.86	51.84	0.246	1.817	2.45	0	0.473	321	876.5084	0
10/02/2022 07:30	38138	12.53	27.29	172.8	14.64	14.63	14.94	14.43	0.094	52.75	53.48	51.81	0.353	1.481	2.45	0	0.47	343.6	876.6297	0
10/02/2022 07:40	38139	12.74	57.44	336.2	24.23	14.91	15.11	14.74	0.084	52.21	53	51.47	0.45	2.109	3.2	0.95	0.43	340.3	876.6707	0
10/02/2022 07:50	38140	12.92	79.24	345.1	32.98	14.97	15.25	14.77	0.105	52.59	53.1	52.08	0.229	2.465	3.2	0.95	0.441	354.5	876.4092	0
10/02/2022 08:00	38141	12.88	125.9	436	46.01	15.41	15.9	15.08	0.227	51.99	53.07	50.75	0.653	1.75	3.2	0	0.546	343.1	876.9819	0
10/02/2022 08:10	38142	13.26	181.2	554.7	57.73	16.19	16.71	15.76	0.208	50.39	50.99	49.69	0.2	1.286	2.45	0	0.57	354.5	876.7365	0
10/02/2022 08:20	38143	13.27	217.9	575.2	66.16	17.31	17.97	16.58	0.369	48.3	50.03	47.24	0.633	0.965	2.45	0	0.626	354.5	876.9749	0
10/02/2022 08:30	38144	13.2	235.3	493.3	79.25	18.43	18.96	17.83	0.337	46.17	47.47	45.02	0.754	0.406	2.45	0	0.575	16.31	876.9767	0
10/02/2022 08:40	38145	13.15	245.2	368.1	109.4	19.17	19.53	18.78	0.19	44.84	45.56	43.62	0.449	0.392	2.45	0	0.606	20.13	877.1658	0
10/02/2022 08:50	38146	13.13	274.7	390.1	109.4	19.37	19.6	19.12	0.109	44.76	45.83	43.89	0.488	1.066	2.45	0	0.705	80.4	877.5077	0
10/02/2022 09:00	38147	13.2	281.2	313.1	129.7	19.96	20.28	19.33	0.211	45.43	47.4	44.23	0.762	0.52	2.45	0	0.612	65.76	877.3666	0
10/02/2022 09:10	38148	13.18	283.3	261.4	143.7	20.32	20.56	19.94	0.146	48.66	50.2	46.75	0.913	0.604	1.7	0	0.569	188.4	877.5154	0
10/02/2022 09:20	38149	13.16	295.9	231.3	159.1	20.56	20.86	20.18	0.16	49.72	50.3	48.9	0.319	0.299	1.7	0	0.453	120.6	877.6126	0
10/02/2022 09:30	38150	13.17	346.5	331	149.8	20.87	21.13	20.66	0.113	48.92	49.89	47.03	0.559	0.849	2.45	0	0.829	120.5	877.7437	0
10/02/2022 09:40	38151	13.21	425.4	475.9	139.2	20.99	21.37	20.62	0.182	49.15	50.57	47.91	0.541	1.131	3.2	0	0.709	134.2	877.7111	0
10/02/2022 09:50	38152	13.35	605.9	827	122.4	21.56	22.05	20.73	0.349	48.06	49.89	46.55	0.76	0.574	2.45	0	0.665	65.32	878.0334	0
10/02/2022 10:00	38153	13.33	610.4	858	90.7	22.37	22.77	21.81	0.198	46.65	48.25	45.39	0.652	0.802	3.2	0	0.755	125.2	878.0246	0
10/02/2022 10:10	38154	13.31	624.9	860	75.44	22.32	23.07	21.54	0.492	46.61	49.14	44.4	1.475	1.074	2.45	0	0.729	8.71	878.1075	0
10/02/2022 10:20	38155	13.3	662.9	870	80.5	22.3	22.87	21.88	0.212	47.2	48.49	45.49	0.613	0.861	3.95	0	0.963	134.6	877.9428	0
10/02/2022 10:30	38156	13.29	714.2	880	95.7	22.33	22.77	22.05	0.148	46.14	47.57	43.62	0.72	1.514	3.95	0	1.05	197.2	877.9521	0
10/02/2022 10:40	38157	13.28	712.3	814	109.6	23.11	23.48	22.63	0.205	42.83	45.18	40.58	1.119	1.554	3.95	0	0.896	131.8	877.9556	0
10/02/2022 10:50	38158	13.28	704	750.1	120	22.95	23.48	22.39	0.287	41.31	43.48	38.64	1.317	1.295	3.2	0	0.698	128.1	877.7767	0
10/02/2022 11:00	38159	13.27	764.5	821	119.1	23.39	23.79	22.77	0.291	38.78	40.79	36.12	1.395	1.147	3.2	0	0.778	23.44	877.8098	0
10/02/2022 11:10	38160	13.26	769.8	781.2	136.7	23.37	23.72	23.11	0.117	39.59	41.16	36.8	0.902	1.395	4.7	0	1.171	115.5	877.8212	0
10/02/2022 11:20	38161	13.26	843	872	128.3	23.44	23.72	23.07	0.146	40.96	42.53	38.95	0.845	2.247	4.7	0	1.1	143.9	877.7447	0
10/02/2022 11:30	38162	13.25	808	786.3	137.2	23.68	23.96	23.31	0.134	40.01	41.26	38.98	0.48	1.496	3.2	0	0.739	185.6	877.5874	0
10/02/2022 11:40	38163	13.24	757.3	616.3	187.9	23.05	23.92	22.69	0.296	41.17	42.59	38.81	0.796	2.595	5.45	0	1.085	151.6	877.3986	0
10/02/2022 11:50	38164	13.24	692.1	381.5	296.3	23.58	24.09	23.17	0.26	39.52	40.92	38.33	0.486	1.936	3.95	0	0.671	117.2	877.1917	0
10/02/2022 12:00	38165	13.24	713.4	334.3	350.5	24.41	24.84	23.95	0.238	37.78	39.35	35.74	1.135	1.741	4.7	0	1.028	184	876.9686	0
10/02/2022 12:10	38166	13.24	677.8	323	323.8	24.05	24.36	23.75	0.134	37.65	38.43	36.22	0.463	1.571	4.7	0	1.165	147.1	876.675	0
10/02/2022 12:20	38167	13.23	959	690.7	301.6	24.15	24.36	23.85	0.099	37.42	38.5	35.84	0.629	2.788	6.2	0	1.411	119.1	876.4341	0
10/02/2022 12:30	38168	13.22	743.6	443.5	277.4	24.6	25.04	24.25	0.22	34.74	36.97	33.46	0.849	2.242	5.45	0	1.291	81.4	876.1813	0
10/02/2022 12:40	38169	13.22	719.8	378.5	307.7	24.5	24.8	24.19	0.12	35.37	37.31	33.15	1.089	2.259	4.7	0	0.879	199	876.233	0
10/02/2022 12:50	38170	13.22	874	539.3	330.2	24.51	24.9	24.12	0.172	33.09	33.93	31.96	0.436	3.128	6.2	0.95	0.763	241.5	875.8403	0
10/02/2022 13:00	38171	13.21	789.5	294.2	424.9	24.34	25.21	23.84	0.431	33.15	34.41	32.3	0.383	2.219	5.45	0	1.077	150.8	875.7693	0
10/02/2022 13:10	38172	13.21	646	184.5	398	25.22	25.68	24.66	0.272	32.03	33.01	30.63	0.541	2.959	6.2	0	1.433	139.6	875.6044	0
10/02/2022 13:20	38173	13.2	754.3	307.6	386.4	25.12	25.51	24.8	0.162	31.11	31.85	30.29	0.352	2.887	7.7	0	1.172	162	875.3475	0
10/02/2022 13:30	38174	13.2	644.7	180.6	400.6	25.19	25.48	24.8	0.16	31.9	32.67	30.49	0.501	3.222	6.2	0	1.184	167.1	875.0048	0
10/02/2022 13:40	38175	13.2	699.1	269.7	390.5	25.49	25.85	25.28	0.106	31.45	32.13	30.7	0.29	2.314	5.45	0	1.107	50.99	874.8591	0
10/02/2022 13:50	38176	13.2	658.8	296.5	327	25.85	26.13	25.41	0.163	29.68	31.55	26.78	1.175	2.294	4.7	0	0.837	123.8	874.7806	0
10/02/2022 14:00	38177	13.19	764.3	517.2	272.9	25.92	26.23	25.51	0.123	27.92	29.16	26.2	0.75	3.2	7.7	0	1.639	151.1	874.1335	0
10/02/2022 14:10	38178	13.19	909	729.2	251.9	25.98	26.4	25.58	0.175	28.03	29.43	25.96	0.828	4.439	10.7	0	2.36	181.3	873.9821	0
10/02/2022 14:20	38179	13.19	378.7	87.2	250.5	25.1	25.65	24.76	0.188	29.88	30.63	29.06	0.327	3.537	7.7	0	1.419	166.8	873.937	0
10/02/2022 14:30	38180	13.19	757.3	503.5	263.2	25.49	25.92	24.9	0.243	28.72	29.98	27.73	0.491	4.442	6.95	0.95	1.141	183.3	873.8278	0
10/02/2022 14:40	38181	13.19	730.2	571.5	203.8	26.44	27.08	25.82	0.401	27.79	28.51	26.06	0.365	2.307	6.2	0	1.397	166.4	873.8472	0
10/02/2022 14:50	38182	13.17	683.9	547.6	195	26.63	26.98	26.33	0.138	28.26	29.19	27.32	0.389	3.176	7.7	0	1.412	203.3	873.6181	0
10/02/2022 15:00	38183	13.18	686	561.9	212.7	26.81	27.08	26.46	0.128	27.54	28.17	26.71	0.305	1.806	4.7	0	1.162	349.8	873.4207	0
10/02/2022 15:10	38184	13.18	780.5	653.9	260.1	26.85	27.49	26.6	0.173	27.57	28.38	26.61	0.38	2.556	4.7	0	1.054	158.4	873.3417	0
10/02/2022 15:20	38185	13.17	849	819	234.2	28.05	28.4	27.45	0.255	25.71	27.29	24.39	0.762	2.49	5.45	0	1.303	196.6	873.0964	0
10/02/2022 15:30	38186	13.16	728.2	622	241.3	27.66	28.13	27.31	0.222	25.63	26.5	24.83	0.393	3.045	6.95	0	1.353	210.2	873.0307	0
10/02/2022 15:40	38187	13.14	667.5	638.8	204.9	27.09	28	26.39	0.527	25.56	27.25	24.25	0.848	3.25	6.95	0	1.438	169.6	873.0477	0
10/02/2022 15:50	38188	13.15	541.4	515	167.1	26.55	26.91	26.02	0.184	26.67	27.39	26.06	0.247	5.63	9.95	0.95	1.461	200.4	872.7927	0
10/02/2022 16:00	38189	13.15	544.5	545.1	174.6	26.1	26.33	25.88	0.107	27.16	27.9	26.5	0.276	5.692	9.2	2.45	1.254	181	872.5694	0
10/02/2022 16:10	38190	13.15	383.6	233.5	196.9	26.13	26.46	25.88	0.116	27.02	27.53	26.23	0.271	3.355	6.95	0.95	1.14	143.9	872.563	0
10/02/2022 16:20	38191	13.18	528	524.8	188.1	26.43	26.84	25.99	0.241	26.74	27.42	25.58	0.32	3.634	6.95	0	1.439	266.8	872.7518	0
10/02/2022 16:30	38192	13.16	515.9	744.8	115.4	27.07	27.42	26.6	0.157	26.04	26.78	24.87	0.392	2.939	7.7	0	1.589	176.3	872.6532	0
10/02/2022 16:40	38193	13.16	397.1	478.4	117.2	26.66	27.31	26.36	0.202	26.27	27.12	25.11	0.38	3.786	7.7	0	1.606	165.2	872.557	0
10/02/2022 16:50	38194	13.12	335	427.5	100.8	26.61	27.11	26.06	0.347	26.31	27.19	25.31	0.345	3.497	8.45	0	1.698	177.8	872.5776	0
10/02/2022 17:00	38195	13.18	431.6	763	102.1	26.64	26.87	26.23	0.123	25.96	26.91	25.07	0.412	3.813	7.7	0	1.428	151.9	872.3795	0
10/02/2022 17:10	38196	13.18	348.1	743.1	69.25	26.9	27.25	26.57	0.16	25.44	26.2	24.53	0.382	4.056	8.45	0	1.76	154.4	872.533	0
10/02/2022 17:20	38197	13.12	292.7	713.1	59.77	26.75	27.08	26.36	0.2	25.15	25.65	24.46	0.24	3.892	7.7	0.95	1.238	183.4	872.7679	0
10/02/2022 17:30	38198	13.03	255.1	682.1	52.65	26.43	27.01	26.06	0.194	24.92	25.75	24.22	0.341	3.258	6.95	0	1.568	174.6	872.5942	0
10/02/2022 17:40	38199	12.97	210.8	640.9	49.9	26.6	27.08	26.3	0.167	24.69	25.38	23.71	0.309	3.899	6.95	1.7	1.093	175.1	872.3972	0
10/02/2022 17:50	38200	12.92	144.5	415.5	49.83	26.34	26.77	25.99	0.198	25.77	26.81	24.43	0.599	3.572	6.2	0	1.012	161.3	872.8215	0
10/02/2022 18:00	38201	12.9	149.2	510.5	55.85	26.16	26.47	25.92	0.114	25.72	27.02	24.19	0.837	3.56	7.7	0	1.416	165.7	872.7559	0
10/02/2022 18:10	38202	12.88	110.2	493.4	46.27	26.05	26.3	25.75	0.114	24.93	26.27	22.96	1.099	4.27	7.7	1.7	1.432	196.1	872.7827	0
10/02/2022 18:20	38203	12.87	65.9	362.2	32.13	25.79	25.93	25.65	0.049	20.11	24.36	17.75	2.079	4.25	8.45	0	1.512	183.4	872.7407	0
10/02/2022 18:30	38204	12.86	15.52	4.385	11.54	25.4	25.79	25.08	0.188	17.86	18.53	17.34	0.24	4.231	7.7	1.7	0.943	221.3	873.1011	0
10/02/2022 18:40	38205	12.86	3.728	0.004	2.258	24.93	25.21	24.7	0.112	18.29	18.91	17.68	0.341	4.814	8.45	2.45	1.073	220.2	873.0856	0
10/02/2022 18:50	38206	12.85	0.017	0	0	24.57	24.84	24.33	0.107	19.26	19.83	18.84	0.185	3.35	5.45	0.95	0.89	230.5	873.2037	0
10/02/2022 19:00	38207	12.84	0	0.007	0	24.27	24.43	24.1	0.078	19.54	19.9	19.22	0.143	3.523	6.95	0	1.184	223.8	873.2901	0
10/02/2022 19:10	38208	12.84	0	0.005	0	24.02	24.23	23.79	0.086	19.6	19.9	19.25	0.127	3.028	5.45	0.95	0.792	275.8	873.4263	0
10/02/2022 19:20	38209	12.83	0	0.003	0	23.77	23.96	23.62	0.065	20.04	20.41	19.63	0.162	2.263	3.95	0	0.688	236.3	873.4124	0
10/02/2022 19:30	38210	12.82	0	0.008	0	23.63	23.82	23.42	0.072	20.72	21.23	20.21	0.254	2.32	4.7	0.95	0.765	255.2	873.5402	0
10/02/2022 19:40	38211	12.82	0	0.001	0	23.31	23.59	23.01	0.148	21.61	22.25	20.96	0.34	1.96	3.95	0.95	0.521	275.3	873.7687	0
10/02/2022 19:50	38212	12.81	0	0.001	0	22.93	23.14	22.7	0.092	22.23	22.52	21.98	0.1	2.074	3.2	0.95	0.488	298.9	873.9177	0
10/02/2022 20:00	38213	12.81	0	0.004	0	22.6	22.84	22.33	0.107	22.85	23.79	22.35	0.3	2.47	3.95	1.7	0.443	315.8	874.0581	0
10/02/2022 20:10	38214	12.8	0	0	0	21.21	22.43	20.38	0.635	26.3	27.88	23.58	1.313	3.089	4.7	1.7	0.559	326.6	874.2391	0
10/02/2022 20:20	38215	12.8	0	0.001	0	20.34	20.52	20.04	0.087	27.92	28.83	27.19	0.289	3.49	3.95	2.45	0.395	328.8	874.2914	0
10/02/2022 20:30	38216	12.8	0	0.002	0	19.88	20.25	19.57	0.127	29.19	30.23	28.56	0.378	3.233	3.95	2.45	0.412	329.8	874.4803	0
10/02/2022 20:40	38217	12.79	0	0.007	0	19.84	20.11	19.53	0.11	29.58	30.57	28.93	0.35	3.064	3.95	1.7	0.417	328.5	874.5699	0
10/02/2022 20:50	38218	12.79	0	0.043	0	19.69	20.04	19.36	0.194	30.21	30.91	29.34	0.387	3.026	3.95	1.7	0.412	336.6	874.4719	0
10/02/2022 21:00	38219	12.78	0	0.005	0	19.56	19.98	19.12	0.192	31.14	32.61	30.06	0.711	2.92	3.95	0.95	0.484	354.4	874.66	0
10/02/2022 21:10	38220	12.78	0	0.002	0	18.91	19.19	18.68	0.116	32.81	33.36	32.31	0.28	2.326	3.2	0.95	0.533	341.8	874.7825	0
10/02/2022 21:20	38221	12.78	0	0.109	0	19.07	19.64	18.75	0.253	32.3	32.85	31.11	0.495	2.274	3.95	0.95	0.499	350	874.8975	0
10/02/2022 21:30	38222	12.77	0	0.054	0	19.43	19.64	19.23	0.072	32.19	32.88	31.49	0.245	2.146	3.2	0	0.528	340.3	875.0115	0
10/02/2022 21:40	38223	12.76	0	0.023	0	19.16	19.33	18.99	0.071	32.62	33.16	31.93	0.248	2.344	3.2	0.95	0.457	339.6	874.9791	0
10/02/2022 21:50	38224	12.76	0	0.003	0	18.89	19.16	18.58	0.131	32.61	33.46	32	0.368	2.149	3.2	0.95	0.438	345.7	875.0851	0
10/02/2022 22:00	38225	12.76	0	0.001	0	18.58	18.75	18.37	0.073	32.59	33.53	31.73	0.33	1.803	3.2	0	0.541	327	874.7821	0
10/02/2022 22:10	38226	12.75	0	0.112	0	18.64	19.09	18.24	0.26	31.66	33.02	30.67	0.68	2.109	3.2	0	0.53	351.6	875.0531	0
10/02/2022 22:20	38227	12.75	0	0.037	0	18.87	19.06	18.72	0.067	31.25	31.76	30.7	0.221	1.843	3.2	0	0.489	335.5	875.1663	0
10/02/2022 22:30	38228	12.74	0	0	0	18.74	18.92	18.54	0.061	31.21	31.79	30.74	0.199	0.671	1.7	0	0.592	331.7	874.725	0
10/02/2022 22:40	38229	12.74	0	0	0	18.65	18.85	18.48	0.055	31.64	32.48	31.11	0.273	0.079	0.95	0	0.263	327.5	875.0281	0
10/02/2022 22:50	38230	12.74	0	0.003	0	18.26	18.58	18.1	0.084	32.18	33.23	31.86	0.303	0	0	0	0	64.36	875.1181	0
10/02/2022 23:00	38231	12.73	0	0.224	0	18.58	18.82	18.2	0.142	32.49	33.29	32.07	0.254	0.687	1.7	0	0.559	182.9	874.9872	0
10/02/2022 23:10	38232	12.73	0	0.298	0	18.1	18.44	17.83	0.137	34.89	37.93	33.26	0.88	2.282	3.95	0	0.957	146.6	875.2081	0
10/02/2022 23:20	38233	12.73	0	0.004	0	18.1	18.37	17.83	0.133	35.45	36.36	34.21	0.457	0.18	2.45	0	0.461	33.82	875.1093	0
10/02/2022 23:30	38234	12.72	0	0.003	0	17.65	18	17.45	0.097	36.41	37.79	35.37	0.383	1.156	2.45	0	0.568	340.9	875.1111	0
10/02/2022 23:40	38235	12.71	0	0.053	0	17.75	18.04	17.28	0.153	35.86	39.6	34.28	1.293	0.758	2.45	0	0.701	353.4	875.1909	0
10/02/2022 23:50	38236	12.71	0	0.18	0	17.32	17.66	16.98	0.134	35.61	37.69	33.71	1.024	2.123	3.2	0.95	0.406	336.5	875.2208	0
11/02/2022 00:00	38237	12.71	0	0.091	0	17.39	17.66	16.98	0.206	34.69	37.08	33.47	0.904	2.146	3.2	1.7	0.373	341.1	875.2979	0
11/02/2022 00:10	38238	12.7	0	0.16	0	17.28	17.66	16.98	0.15	34.25	35.99	32.79	0.851	2.488	3.2	1.7	0.339	345.7	875.0087	0
11/02/2022 00:20	38239	12.7	0	0.049	0	17.38	17.63	17.19	0.092	33.89	34.93	33.26	0.329	2.588	3.2	1.7	0.37	346.3	875.0715	0
11/02/2022 00:30	38240	12.7	0	0	0	16.49	17.32	15.93	0.403	38.18	40.35	34.86	1.406	2.254	3.2	1.7	0.39	339.9	875.3156	0
11/02/2022 00:40	38241	12.69	0	0	0	16.16	16.44	15.93	0.092	37.93	38.95	37.15	0.312	2.748	3.95	1.7	0.389	336.2	875.1782	0
11/02/2022 00:50	38242	12.69	0	0.003	0	16.02	16.23	15.76	0.097	38.22	39.16	37.39	0.414	3.111	3.95	1.7	0.414	326.9	874.746	0
11/02/2022 01:00	38243	12.69	0	0.007	0	15.72	16.17	15.45	0.149	39.62	41.92	37.12	1.349	1.389	3.2	0	0.902	335.4	875.0687	0
11/02/2022 01:10	38244	12.69	0	0.29	0	16.46	16.71	16.06	0.158	36.62	37.49	35.86	0.415	1.845	2.45	0	0.457	340.7	874.9546	0
11/02/2022 01:20	38245	12.69	0	0.039	0	16.1	16.51	15.49	0.289	38.16	39.98	36.64	1.064	2.346	3.95	0.95	0.506	345.5	875.1072	0
11/02/2022 01:30	38246	12.68	0	0.009	0	15.78	15.9	15.62	0.045	38.94	39.47	38.51	0.186	2.809	3.95	1.7	0.441	333.6	875.1475	0
11/02/2022 01:40	38247	12.68	0	0.003	0	15.73	16.03	15.42	0.146	39.39	40.32	38.45	0.542	2.298	3.2	0.95	0.526	337.2	874.828	0
11/02/2022 01:50	38248	12.68	0	0.012	0	15.59	15.76	15.42	0.059	39.7	40.35	39.3	0.218	2.271	3.2	0.95	0.421	30.25	874.6498	0
11/02/2022 02:00	38249	12.67	0	0.001	0	15.4	15.59	15.15	0.094	40.59	41.65	39.78	0.478	1.972	3.2	0	0.524	340.4	874.5762	0
11/02/2022 02:10	38250	12.67	0	0.001	0	15.05	15.28	14.87	0.094	42.13	42.81	41.21	0.358	1.57	2.45	0	0.431	344.6	874.4537	0
11/02/2022 02:20	38251	12.67	0	0.005	0	15.04	15.18	14.94	0.042	42.13	42.71	41.65	0.189	1.217	2.45	0	0.417	341.4	874.8145	0
11/02/2022 02:30	38252	12.66	0	0.081	0	14.96	15.28	14.64	0.189	43.14	44.65	41.34	1.116	1.981	3.2	0.95	0.492	346.5	874.6657	0
11/02/2022 02:40	38253	12.66	0	0.09	0	14.74	14.91	14.5	0.086	44.59	45.36	43.8	0.411	2.269	3.2	0.95	0.344	354.4	874.5356	0
11/02/2022 02:50	38254	12.66	0	0.105	0	14.87	15.28	14.57	0.195	44.8	45.5	43.87	0.511	1.616	2.45	0.95	0.403	329.6	874.2654	0
11/02/2022 03:00	38255	12.65	0	0.287	0	15.22	15.42	14.84	0.112	44.31	45.88	43.66	0.521	2.016	3.2	0.95	0.383	346.5	874.4384	0
11/02/2022 03:10	38256	12.64	0	0.014	0	14.51	14.94	14.23	0.156	47.19	48.36	45.84	0.57	1.937	2.45	0	0.431	338.6	874.3709	0
11/02/2022 03:20	38257	12.64	0	0.008	0	14.55	14.7	14.4	0.06	47.02	47.55	46.49	0.214	1.85	2.45	0.95	0.33	341.2	874.4058	0
11/02/2022 03:30	38258	12.64	0	0	0	14.35	14.6	14.09	0.13	47.91	48.81	47.1	0.464	1.335	1.7	0	0.399	348.4	874.6667	0
11/02/2022 03:40	38259	12.63	0	0.018	0	13.84	14.26	13.61	0.158	49.7	50.99	48.57	0.534	1.853	3.2	0.95	0.504	344.7	874.7448	0
11/02/2022 03:50	38260	12.63	0	0.149	0	13.84	14.09	13.65	0.098	49.5	50.31	48.36	0.465	2.368	3.2	1.7	0.339	337.5	874.4479	0
11/02/2022 04:00	38261	12.63	0	0.072	0	13.92	14.16	13.65	0.107	49.42	50.27	48.33	0.431	2.05	3.2	0.95	0.391	309.9	874.3837	0
11/02/2022 04:10	38262	12.62	0	0.19	0	14.3	14.64	13.85	0.213	48.24	50	46.87	0.991	1.807	2.45	0	0.542	333.1	874.4039	0
11/02/2022 04:20	38263	12.62	0	0.205	0	14.18	14.43	13.92	0.106	48.26	49.12	47.14	0.492	2.113	3.2	0.95	0.455	339.4	874.6613	0
11/02/2022 04:30	38264	12.62	0	0.148	0	14.13	14.43	13.58	0.25	48.51	50.48	47.34	1.06	2.359	3.2	1.7	0.321	330.7	874.4761	0
11/02/2022 04:40	38265	12.61	0	0.127	0	13.98	14.3	13.65	0.175	49.12	50.41	47.72	0.576	2.438	3.2	1.7	0.39	353.1	874.5926	0
11/02/2022 04:50	38266	12.61	0	0	0	13.55	14.16	13.17	0.298	51.73	52.7	49.36	0.935	2.094	3.2	0.95	0.426	326.6	874.6493	0
11/02/2022 05:00	38267	12.61	0	0.079	0	13.68	14.02	13.31	0.169	51.44	52.69	50.27	0.568	1.994	3.2	0	0.582	330.7	874.22	0
11/02/2022 05:10	38268	12.6	0	0.143	0	13.74	14.12	13.34	0.214	51.18	52.69	50.1	0.742	1.969	2.45	0.95	0.424	328	874.5934	0
11/02/2022 05:20	38269	12.6	0	0.007	0	13.46	13.68	13.31	0.054	51.89	52.73	51.13	0.418	2.234	3.2	0.95	0.439	343.5	874.6478	0
11/02/2022 05:30	38270	12.59	0	0.003	0	13.24	13.44	13.07	0.077	51.75	52.45	51.3	0.275	2.446	3.2	0.95	0.379	333.2	874.9557	0
11/02/2022 05:40	38271	12.59	0	0.122	0	13.43	13.78	13.07	0.203	50.73	51.88	49.66	0.649	2.236	3.2	1.7	0.341	322.2	875.0972	0
11/02/2022 05:50	38272	12.59	0	0.037	0	13.2	13.51	12.73	0.206	51.22	53	50	0.786	2.255	3.2	1.7	0.346	334.5	874.8071	0
11/02/2022 06:00	38273	12.58	0	0.005	0	12.69	12.9	12.52	0.075	52.83	53.51	52.35	0.26	2.711	3.2	1.7	0.402	334.8	875.0361	0
11/02/2022 06:10	38274	12.58	0	0.005	0	12.58	12.93	12.25	0.19	53.87	55.45	52.32	1.027	2.246	3.2	0.95	0.607	13.29	875.3177	0
